Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
37,0.2168893223459778,1.7397487658924526,1.6392801141076618,0.926083321722168,0.5961538461538461,0.6148272017837235
38,0.2003118549100017,1.8543404985136456,1.698158889113822,0.9337466908178905,0.5983835005574136,0.6268115942028986
39,0.19790659240112332,1.6705878052446577,1.5994585542711948,0.9351400306534764,0.5989409141583054,0.6095317725752508
40,0.18240843418088007,1.8353436479965846,1.7528912856181462,0.9408527239793786,0.5944816053511706,0.6112040133779264
41,0.1739126310185698,1.7223406397302945,1.6315588867002064,0.9418628953601783,0.60479375696767,0.6201226309921962
42,0.16494584502496634,1.934482233689891,1.8042384737730026,0.9449282429984673,0.6022853957636566,0.6148272017837235
43,0.16162303604982003,1.8925698688543504,1.8213937216334872,0.9474014212066323,0.6034002229654404,0.6201226309921962
44,0.1470514992827259,1.870074564019839,1.7595118176937103,0.9522432771352933,0.6073021181716833,0.6245819397993311
45,0.1459740889224958,1.8721786607636346,1.7709156771500905,0.9533231155078724,0.5916945373467113,0.6067447045707915
46,0.1348371007530963,1.8710164889362124,1.7549684880839453,0.9550647903023547,0.5994983277591973,0.6187290969899666
47,0.13509735976576723,1.8600689636998706,1.811235171424018,0.9572941340392922,0.5972686733556298,0.6184503901895206
48,0.1214756083953931,1.9654771937595474,1.8471803261174096,0.961160652083043,0.5886287625418061,0.6145484949832776
49,0.12866996174268322,1.8931095289521747,1.8406635906961228,0.9583739724118713,0.6153846153846154,0.6195652173913043
50,0.11645773250100847,1.8805942715538873,1.8118011762036217,0.963633830291208,0.5947603121516165,0.6151059085841695
51,0.11010002001920913,1.9664603485332595,1.886782209939427,0.9641911662254424,0.6022853957636566,0.6187290969899666
52,0.11628671642373417,1.9474003443453047,1.8850863087177276,0.9618224885049463,0.6003344481605352,0.6142697881828316
53,0.10016347339524677,2.0130951966842017,1.8778062776724498,0.9674306813431796,0.605072463768116,0.6223522853957637
54,0.10248209562453878,1.9003540172841813,1.772859159376886,0.9671520133760624,0.6086956521739131,0.6259754738015607
