epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_auroc
1,1.6207270631204647,0.3766839802265167,1.3798722304238213,0.4919174909591675,0.3985954523086548,0.4110209345817566,0.394047349691391,0.7931013703346252
2,1.306186724441001,0.5139410495758057,1.3351588842603896,0.4894091486930847,0.40300503373146057,0.41352254152297974,0.403273344039917,0.8109341859817505
3,1.1801163883675745,0.560512363910675,1.106841725508372,0.5861204266548157,0.5827816724777222,0.5017062425613403,0.5034141540527344,0.8741673231124878
4,1.100301522156059,0.5930046439170837,1.0391344340642292,0.6047937273979187,0.5746164917945862,0.5339527130126953,0.5417265892028809,0.8909411430358887
5,1.0362739008012172,0.6152550578117371,0.9870134965578715,0.6287625432014465,0.6207150816917419,0.5674522519111633,0.577721357345581,0.9026119709014893
6,0.9843424094097143,0.637726366519928,0.9473480551772647,0.6485507488250732,0.6368100643157959,0.6025421619415283,0.6128551959991455,0.9098047018051147
7,0.9388007027600553,0.6522471308708191,0.9057929572794172,0.6616499423980713,0.6497642993927002,0.6200687289237976,0.6285724639892578,0.9178010821342468
8,0.8959745860036608,0.6704946756362915,0.8832409542136722,0.6733556389808655,0.6724801063537598,0.6263840198516846,0.6354095339775085,0.923124372959137
9,0.8586379558953716,0.6871687173843384,0.8516045195526547,0.6881271004676819,0.6794144511222839,0.6604134440422058,0.666714072227478,0.9272698163986206
10,0.8167170536286418,0.7019379138946533,0.8263439264562394,0.7073578834533691,0.713379442691803,0.672974705696106,0.6856589317321777,0.932031512260437
11,0.7854874368441084,0.7144434452056885,0.8119475417666965,0.7003901600837708,0.6960405111312866,0.6797118186950684,0.6838023662567139,0.935295820236206
12,0.7479430432414945,0.7256239056587219,0.7900847192605337,0.7118171453475952,0.7029644250869751,0.693260908126831,0.6933101415634155,0.9391785264015198
13,0.7108637499803999,0.7424083352088928,0.766365319357978,0.7212932109832764,0.7097166180610657,0.7060424089431763,0.7064218521118164,0.9412246346473694
14,0.6786401096612952,0.7532851099967957,0.7498105264372296,0.735785961151123,0.7325857877731323,0.7114765048027039,0.7159421443939209,0.9469764232635498
15,0.6361699124054437,0.7695726752281189,0.7399105664094289,0.7324414849281311,0.7285589575767517,0.7240266799926758,0.7219797372817993,0.9482969045639038
16,0.6003454579566951,0.782078206539154,0.7038412374920315,0.7539018988609314,0.7442488074302673,0.7352721095085144,0.7371166944503784,0.9517231583595276
17,0.5596725367397966,0.7970406413078308,0.6702797622481982,0.7591972947120667,0.7581016421318054,0.7417408227920532,0.7473834156990051,0.9561797976493835
18,0.5275833439772994,0.8111196756362915,0.6731132355663512,0.7633779048919678,0.7669623494148254,0.756119430065155,0.7596968412399292,0.9558051824569702
19,0.4870226914589639,0.8242601752281189,0.6507699879672793,0.7709029912948608,0.769245982170105,0.770501434803009,0.7692406177520752,0.9591957926750183
20,0.4476635275217754,0.8382840156555176,0.6300635825925404,0.7817725539207458,0.7759959101676941,0.768067479133606,0.7707429528236389,0.961378276348114
21,0.41909048652157926,0.8484982252120972,0.6349229048358069,0.7801003456115723,0.7786974906921387,0.7682542204856873,0.7716943025588989,0.9628241062164307
22,0.3878950838315508,0.8616110682487488,0.6072336660656664,0.7901337742805481,0.7905306816101074,0.7890852689743042,0.7892161011695862,0.964754581451416
23,0.3542316806660603,0.8740338087081909,0.6081460047099325,0.7993311285972595,0.7875148057937622,0.793474555015564,0.7894831299781799,0.9669028520584106
24,0.3251699172988758,0.8839443325996399,0.5946050256490707,0.7965440154075623,0.7813948392868042,0.7919776439666748,0.7857286930084229,0.9674651622772217
25,0.29530590070845963,0.8967259526252747,0.646455050640636,0.7909699082374573,0.7905421257019043,0.7886005640029907,0.7839500904083252,0.9656420946121216
26,0.2742547975950167,0.9027992486953735,0.5978503813718756,0.804347813129425,0.796310305595398,0.8039799928665161,0.798160195350647,0.96957927942276
27,0.2422287132502155,0.9156360626220703,0.5881509861681197,0.8090858459472656,0.7895174622535706,0.8082667589187622,0.7974547147750854,0.9709168076515198
28,0.2248091519672042,0.9191144108772278,0.6227095406502485,0.8121516108512878,0.8132824897766113,0.8044544458389282,0.8057849407196045,0.9713801145553589
29,0.20880465486618385,0.9274790287017822,0.6028406736585828,0.8166109323501587,0.8206174373626709,0.8115701079368591,0.8155825138092041,0.9708143472671509
30,0.19086285809741121,0.9334419369697571,0.6176121808588505,0.8199554085731506,0.8069185018539429,0.823535680770874,0.8134297728538513,0.9721477031707764
31,0.16875411149043615,0.9407023191452026,0.6320971148543888,0.8046265244483948,0.798750638961792,0.8010851144790649,0.7945815324783325,0.9721789360046387
32,0.16062549373148136,0.9457818269729614,0.5923273510568672,0.8255295157432556,0.8222696781158447,0.8171650171279907,0.8188720345497131,0.973651647567749
33,0.1442521594053623,0.951054573059082,0.5786269427008099,0.8322185277938843,0.8230421543121338,0.8317750692367554,0.8262567520141602,0.9756277799606323
34,0.13885303149433798,0.9526004791259766,0.5846850477572945,0.8252508640289307,0.8382906913757324,0.8222857117652893,0.8277171850204468,0.9748543500900269
35,0.1295474749282677,0.9547261595726013,0.578619320301546,0.8336120247840881,0.8314852714538574,0.8331760168075562,0.8310161232948303,0.9761870503425598
36,0.11811882094315553,0.9593363404273987,0.5802611589514547,0.845596432685852,0.8358807563781738,0.843145489692688,0.8383246660232544,0.9773357510566711
37,0.11015461945635091,0.9626490473747253,0.575037537506885,0.8430880904197693,0.8312051892280579,0.8442426919937134,0.8365693092346191,0.9777670502662659
38,0.1054397644685411,0.9641950130462646,0.5772039301072558,0.8375139236450195,0.8247987031936646,0.8342875838279724,0.8284524083137512,0.9777170419692993
39,0.10012831631078621,0.9662378430366516,0.601002032543636,0.8391861915588379,0.8172202706336975,0.8352974057197571,0.8247737288475037,0.9772124290466309
40,0.09093422742618919,0.9685843586921692,0.5563466817264756,0.8528428077697754,0.8392653465270996,0.8569554686546326,0.8470500111579895,0.9789599180221558
