Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
55,0.1377562182805194,0.4188969272292323,0.9555819346289752,0.882943143812709
56,0.1275216261994064,0.4588308878718979,0.9584253533568905,0.8734671125975474
57,0.1319338041645135,0.4178698678692389,0.9581492932862191,0.8835005574136009
58,0.12498919000418124,0.44385782167005045,0.9607166519434629,0.882664437012263
59,0.11784941290760582,0.4646145100519061,0.963145980565371,0.8782051282051282
60,0.11664621661241432,0.4606503537618038,0.9637533127208481,0.8737458193979933
61,0.10966965775217885,0.45658518128148795,0.9650507950530035,0.8743032329988851
62,0.10962125881230893,0.44835513058532445,0.9646919169611308,0.8804347826086957
63,0.06854552274704513,0.384428166884722,0.9779428003533569,0.9007803790412486
64,0.04919620426622624,0.4055174986391406,0.9844854240282686,0.9057971014492754
65,0.04875006180108528,0.3952272237299217,0.9842093639575972,0.9049609810479375
66,0.0422371573515302,0.3915172266871539,0.9870251766784452,0.907190635451505
67,0.04338584387900572,0.37395668455179676,0.9866386925795053,0.9127647714604237
68,0.03868952981944341,0.38882005424135263,0.9879361749116607,0.9136008918617614
69,0.03637782649532102,0.40545771363155736,0.9878533568904594,0.9094202898550725
70,0.03539552639241609,0.4244466777571749,0.9884606890459364,0.9060758082497213
71,0.035848809075961705,0.39558254127400383,0.988571113074205,0.9108138238573021
72,0.03321733325855454,0.4007489247228821,0.9892888692579506,0.9088628762541806
73,0.03305355296489668,0.37360057223234133,0.9893440812720848,0.9161092530657748
74,0.03254810019155779,0.4042974916110658,0.989785777385159,0.9105351170568562
75,0.03211736081476783,0.41716118407579617,0.9896753533568905,0.9083054626532887
76,0.028413475721732515,0.4383970903318065,0.9908071996466431,0.9083054626532887
77,0.03106081416952569,0.39813537486039824,0.989979019434629,0.9133221850613155
78,0.03384513486276266,0.4092940607178025,0.9892612632508834,0.9122073578595318
79,0.02472790691395639,0.37153787061699806,0.9917181978798587,0.9191750278706801
80,0.01979688964950562,0.3811788119360184,0.9931537102473498,0.9183389074693422
81,0.01906798160681631,0.3797798087830112,0.9940371024734982,0.9180602006688964
82,0.017953506237191816,0.4013193215061458,0.9944787985865724,0.9161092530657748
83,0.01861615373277924,0.37718361163002556,0.9937334363957597,0.9180602006688964
84,0.016079068699903797,0.3782633813481597,0.9950861307420494,0.923355629877369
85,0.01566936105884802,0.38446021052919,0.994782464664311,0.9247491638795987
86,0.01599635826359071,0.3958421978803194,0.994589222614841,0.9211259754738016
87,0.015106359215635837,0.38390907653588024,0.9951689487632509,0.9191750278706801
88,0.015243296453729205,0.3794612668783197,0.9949204946996466,0.923355629877369
89,0.013650268636287327,0.38080925589052234,0.9953621908127208,0.9250278706800446
90,0.014979385256085742,0.3964861476778848,0.9951413427561837,0.9253065774804905
91,0.014439570364852572,0.37916055944434546,0.9948376766784452,0.9244704570791528
92,0.014732988672404619,0.38874859688040386,0.9951137367491166,0.9247491638795987
93,0.013046865512881213,0.3943856956022339,0.9953621908127208,0.9225195094760312
94,0.013506131719491261,0.3833810552713031,0.9951689487632509,0.9264214046822743
95,0.01318629671152896,0.3948296486010238,0.9953621908127208,0.9216833890746934
96,0.013762119815452787,0.38929806605705786,0.9951413427561837,0.9239130434782609
97,0.013635756041314907,0.39437314827690395,0.9953069787985865,0.9219620958751393
98,0.013196527975521651,0.38608371263634883,0.9956382508833922,0.9230769230769231
99,0.013009248601814344,0.3849081684042984,0.9955554328621908,0.9278149386845039
100,0.012894165475562604,0.3962158134300019,0.9953621908127208,0.927257525083612
101,0.01311657465154851,0.4096032280089437,0.9955554328621908,0.9241917502787068
102,0.013648456064786974,0.3784655187201861,0.995196554770318,0.9283723522853957
103,0.0104027259718899,0.3922554568694128,0.9964664310954063,0.9264214046822743
104,0.01181094837463926,0.39360795657733333,0.9959419169611308,0.9283723522853957
105,0.012239582409202107,0.3963963692060012,0.9958590989399293,0.9261426978818283
106,0.012821082281367123,0.4018945337755334,0.9955554328621908,0.9261426978818283
107,0.013391845312761438,0.3966142649886711,0.9950309187279152,0.9230769230769231
108,0.010719775635358555,0.38875874677339095,0.9963284010600707,0.9261426978818283
109,0.010861125534391681,0.3921352041532454,0.9962179770318021,0.9241917502787068
