Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.4328339618696293,1.190099538312302,1.1452843608343013,0.45516342631727247,0.5746121297602257,0.5907683647621728
2,1.1582033594729195,1.0331126962964599,0.9992918213119422,0.5888982812059735,0.6180535966149506,0.6526878694061357
3,1.0317488639455445,0.9400540454699112,0.900026115066802,0.6328543251620175,0.6558533145275035,0.6833661694342809
4,0.9404383988279692,0.8462852010050336,0.813842869810593,0.6699070160608622,0.6894217207334273,0.7154517309316071
5,0.862614477637788,0.8375429924543913,0.8177159220782096,0.6955832628909552,0.6922425952045134,0.7098226850548832
6,0.8063851328299079,0.8467078588835828,0.8165635225350547,0.7146731473654551,0.7004231311706629,0.7098226850548832
7,0.749815136127069,0.7671120863508534,0.73076537475324,0.7395040856579318,0.7232722143864598,0.7506332676611315
8,0.7024894230718344,0.7483105856824566,0.7199162441251524,0.7536277824739364,0.7275035260930889,0.7466929355474247
9,0.6561873009003384,0.7853503472230456,0.699362685175006,0.7701817413355875,0.7280677009873061,0.7492260061919505
10,0.6158005683900605,0.7586882060712522,0.7074501215075164,0.7844463229078613,0.7351198871650212,0.7492260061919505
11,0.5782825810682606,0.7861597190971847,0.7228221397496125,0.7974429416737109,0.7421720733427363,0.7495074584857867
12,0.5429758210333301,0.7703539627092378,0.715566771125161,0.8106156663848971,0.7472496473906911,0.7593582887700535
13,0.5025111293247049,0.7631649209169654,0.7041530401901146,0.8244575936883629,0.7433004231311706,0.7607655502392344
14,0.4762771922244992,0.7624559997505432,0.7054556834390345,0.8354466046773739,0.7562764456981664,0.7697720236419927
15,0.4394910574672927,0.7784361694310162,0.7159605739897142,0.8472809242040011,0.7483779971791256,0.7689276667604841
16,0.41008368440706966,0.7546435008245008,0.7276038187033927,0.8590095801634263,0.756558533145275,0.7613284548269068
17,0.3774921816524485,0.7949025388807058,0.7207169186020053,0.8692941673710904,0.7613540197461213,0.7708978328173375
18,0.3574451015134093,0.8313221192440471,0.7587327971227568,0.8778529163144547,0.7478138222849083,0.7548550520686743
19,0.32975639720617883,0.9118236940656159,0.8327809422540023,0.887010425471964,0.7320169252468265,0.7455671263720799
20,0.3072613327509501,0.9016386904493645,0.8001894598366048,0.895533953226261,0.7461212976022567,0.7613284548269068
21,0.27938399094458616,0.8828377954930335,0.7706745335066925,0.9053958861651169,0.7489421720733427,0.7666760484097945
22,0.2722655522783982,0.8718494555938083,0.8240963257348056,0.9092349957734573,0.7562764456981664,0.7703349282296651
23,0.24751585554488947,0.8918916152639164,0.8065792833676253,0.9164553395322627,0.755148095909732,0.7638615254714326
24,0.23631034193665418,0.945575397126041,0.8390316099189701,0.9199422372499295,0.7449929478138223,0.7675204052913032
25,0.21600593676659424,0.9417634717952292,0.8388379197732144,0.9271625810087348,0.759379407616361,0.7680833098789756
26,0.201926056944411,0.9247235810333813,0.8559390732458889,0.9336785009861933,0.7624823695345557,0.7616099071207431
27,0.19411335684122963,0.9751451497746481,0.8550304859843222,0.9343829247675401,0.7616361071932299,0.7703349282296651
28,0.17616200280716826,0.9687816784759095,0.8635341839305098,0.9416737109044802,0.7557122708039492,0.7680833098789756
29,0.16812527922434653,1.0127618644503995,0.9138028567047115,0.9444209636517329,0.7486600846262341,0.7587953841823811
30,0.15925837057577052,0.9703282233461872,0.9088823971133799,0.9471329952099183,0.7562764456981664,0.7692091190543203
31,0.1532146670698175,0.975900024519646,0.918339114201844,0.9502676810369118,0.756558533145275,0.7669575007036308
32,0.13854536891101638,0.9759295249005427,0.8994701399604661,0.9541420118343196,0.7636107193229901,0.7703349282296651
33,0.1363781418101731,1.064326270709972,0.982942896924345,0.9550929839391378,0.7534555712270804,0.7540106951871658
