epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_auroc
1,1.164131816858327,0.5691806674003601,0.8828367049164242,0.6861761212348938,0.6583551168441772,0.6395587921142578,0.6421838998794556,0.9234954714775085
2,1.022299402659963,0.6214664578437805,0.892989387512207,0.672798216342926,0.7037860155105591,0.6132378578186035,0.6090448498725891,0.9318395853042603
3,0.9719291219073134,0.6390238404273987,0.7697623250219557,0.7148829698562622,0.6901379227638245,0.6657819747924805,0.6714479923248291,0.9424794316291809
4,0.9356309614759662,0.654289960861206,0.7427000373601913,0.7290970087051392,0.7071129083633423,0.6903443932533264,0.6938031911849976,0.9457910060882568
5,0.9077000169234857,0.6650562882423401,0.7124462901221381,0.7455406785011292,0.7348502278327942,0.7106380462646484,0.7186830043792725,0.9506069421768188
6,0.8873976312130163,0.6727584004402161,0.6946161341667175,0.7458193898200989,0.729433536529541,0.7160767316818237,0.7162438035011292,0.9531724452972412
7,0.862973849173938,0.679604709148407,0.6732652816507552,0.7617056965827942,0.7510144710540771,0.7428460121154785,0.7406516075134277,0.9564101696014404
8,0.8406620274557873,0.6878864765167236,0.6404971327384313,0.7664437294006348,0.756054162979126,0.7450950145721436,0.7486826181411743,0.9593541622161865
9,0.8197793221371018,0.6996742486953735,0.621182812154293,0.7761984467506409,0.7643296718597412,0.7744136452674866,0.7673700451850891,0.9620466828346252
10,0.7972309583857287,0.7074867486953735,0.596498143474261,0.7798216342926025,0.7828207015991211,0.7719240188598633,0.7755395770072937,0.965097963809967
11,0.7800888716779623,0.7112963795661926,0.5919007060428461,0.7831661105155945,0.792698085308075,0.770947277545929,0.7732911705970764,0.9677428007125854
12,0.7647103410898691,0.7170936465263367,0.554243127140734,0.7937569618225098,0.7906126976013184,0.7890114784240723,0.78351229429245,0.9703380465507507
13,0.7371991074022051,0.7276391386985779,0.5401971172458596,0.8010033369064331,0.8085092306137085,0.7951500415802002,0.7945556044578552,0.9729592800140381
14,0.7192794800153522,0.7358105182647705,0.5381867152949175,0.8113154768943787,0.8095555305480957,0.8131117820739746,0.8100066781044006,0.9733484983444214
15,0.7020775539793943,0.742132306098938,0.49744124522639643,0.8202341198921204,0.7960251569747925,0.8230923414230347,0.8016456365585327,0.977260410785675
16,0.6740544361256511,0.7481780052185059,0.46838481830226053,0.832497239112854,0.8255099058151245,0.8366796970367432,0.8300290703773499,0.9779682755470276
17,0.6553264025223603,0.760738730430603,0.4764875357515282,0.8299888372421265,0.8404974937438965,0.832439124584198,0.8332182168960571,0.9787976741790771
18,0.6384100384332319,0.765625,0.5243359388245477,0.8102006912231445,0.8301348686218262,0.7777440547943115,0.7946594953536987,0.9740155339241028
19,0.6237962009918353,0.7698763012886047,0.41244169453779855,0.8559085726737976,0.8517921566963196,0.8600876331329346,0.8551981449127197,0.9833458065986633
