epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_auroc
1,1.77503199164522,0.3152053952217102,1.4565870014826456,0.43088072538375854,0.3702402710914612,0.35179609060287476,0.35457807779312134,0.7631037831306458
2,1.5257691009095196,0.4088173508644104,1.2964445164468554,0.5078037977218628,0.48075348138809204,0.4231055974960327,0.42302125692367554,0.8234750032424927
3,1.4365855198445674,0.4453125,1.21975743399726,0.5323299765586853,0.48595887422561646,0.45096707344055176,0.44878077507019043,0.8517309427261353
4,1.3737852296169992,0.4752926230430603,1.1589286042584312,0.5668896436691284,0.5794805288314819,0.48369431495666504,0.4820120930671692,0.8649843335151672
5,1.3317360985668725,0.4899790287017822,1.1026218181186251,0.590300977230072,0.5638455748558044,0.5351694822311401,0.5383434891700745,0.8773825168609619
6,1.2903873806444157,0.509882926940918,1.0562704711490207,0.6187291145324707,0.6066678762435913,0.5540930032730103,0.5651116371154785,0.8862305283546448
7,1.2608354008713796,0.521394670009613,1.0392952133549584,0.6170568466186523,0.6077466011047363,0.5574464201927185,0.5686707496643066,0.8899374604225159
8,1.2332799821934093,0.5340657830238342,1.0176014155811735,0.6223523020744324,0.6061065793037415,0.559299111366272,0.573588490486145,0.8953770399093628
9,1.2114978458850838,0.5432586073875427,0.9935704849825965,0.6282051205635071,0.6142411231994629,0.5668278336524963,0.5795434713363647,0.9007186889648438
10,1.187251894297111,0.5535556674003601,0.9816488924291399,0.6307134628295898,0.6353237628936768,0.5625957250595093,0.5820455551147461,0.903443455696106
11,1.1694254637712302,0.5617270469665527,0.9594972160127427,0.6387959718704224,0.6136878728866577,0.5955262780189514,0.6006017923355103,0.90757817029953
12,1.155071053482829,0.5643771886825562,0.9426581361558702,0.6496655344963074,0.6216341257095337,0.6090972423553467,0.6055742502212524,0.9112288951873779
13,1.1384411724843744,0.5739012956619263,0.929199544986089,0.6521739363670349,0.6379187107086182,0.5998131036758423,0.6110957860946655,0.9136844873428345
