Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
34,0.22027844650553272,1.0482042659761173,1.273682797280482,0.9257728386505952,0.7404364983490376,0.6793069306930694
35,0.20250649280386726,1.0986855323759042,1.347749318974682,0.9326040145533747,0.7348796005476363,0.6693069306930693
36,0.19205251817041397,1.0887454352755115,1.3166290437684784,0.9359205999554489,0.741402915357977,0.6817821782178218
37,0.1863877601108218,1.1735576875096323,1.4308939675883026,0.9389649283469049,0.7298864460014496,0.6700990099009901
38,0.18206289081899885,1.1139497224662809,1.3845587801541896,0.9380739054030641,0.7386647338326487,0.6763366336633664
39,0.16560118419594946,1.115656103825549,1.327130694331342,0.9449545825805015,0.7329467665297575,0.6762376237623763
40,0.15829112081372224,1.1842788269058728,1.4479128730047164,0.9467118778308542,0.7381815253281792,0.6772277227722773
41,0.15702675429022755,1.2144828942281336,1.4489877937314442,0.9493106947503899,0.7427720061206411,0.68
42,0.14250127179373015,1.2019902556958433,1.4559494109965767,0.9520085142192412,0.7439800273818152,0.6795049504950496
43,0.1409620512896295,1.2241183572736158,1.4804660557338944,0.9526520307897929,0.7467987436578883,0.6865346534653466
44,0.13190779592804072,1.2598845212993168,1.5471605312232446,0.9568348884983788,0.7351212047998712,0.6713861386138614
45,0.1250299139684374,1.242020595871422,1.5060914325987613,0.9588644407593495,0.7368929693162599,0.6765346534653466
46,0.1248808333224896,1.2355755779452016,1.4833159745446867,0.9605969853723734,0.7364097608117903,0.6732673267326733
47,0.11977952617611028,1.24144342845221,1.4964538766542756,0.960151473900453,0.7405975678505275,0.6792079207920793
48,0.11326299633619985,1.275634339302203,1.5573105718822609,0.9635670618518427,0.732302488523798,0.6652475247524753
49,0.11817060299305727,1.23683437433584,1.5014157854492152,0.9604484815483999,0.7441410968833051,0.6828712871287129
50,0.10672300379334661,1.255676760605088,1.5174437864105912,0.9656213647501423,0.7443021663847951,0.6796039603960397
51,0.10067956868887444,1.2595461347570973,1.5220562154662949,0.9665618889686409,0.7370540388177499,0.6758415841584159
52,0.0993578216388996,1.3600867686658664,1.6667293943582644,0.9679726752963889,0.7358460175565756,0.6710891089108911
53,0.09636514958564132,1.262658416801015,1.5445058064393793,0.9700764794693464,0.7426914713698961,0.6767326732673268
54,0.08853298714951074,1.2423794210813233,1.4938303424823511,0.9701507313813331,0.7470403479101232,0.6817821782178218
55,0.08612421558963788,1.3593392882291249,1.6196832418724705,0.9710665049625028,0.7440605621325602,0.6823762376237624
56,0.08651340407407185,1.326214707846453,1.5876703838334432,0.9724525406529219,0.7438189578803254,0.6838613861386139
57,0.08579009954439058,1.3228923807035002,1.602475616098028,0.972403039378264,0.7444632358862849,0.6815841584158416
58,0.07972878670681097,1.369886212849416,1.6584359610488615,0.9734920674207361,0.7447048401385198,0.6796039603960397
59,0.07775292776042998,1.3234292394585916,1.5976066818826278,0.9743830903645769,0.7455907223967142,0.6841584158415842
